zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
48374,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48081,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48080,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48083,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48082,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48085,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48084,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48086,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48089,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48088,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48128,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48122,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48123,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48120,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48121,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48126,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48127,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48124,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48125,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48453,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48450,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48456,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48454,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48455,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48116,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48112,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48054,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48050,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48051,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48242,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48240,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48229,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48150,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48154,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48427,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48426,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48328,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48329,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48320,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48321,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48322,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48323,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48324,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48325,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48326,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48327,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48741,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48746,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48744,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48218,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48153,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48152,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48391,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48393,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48397,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48026,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48025,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48022,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48028,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
49236,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48310,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48313,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48312,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48315,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48314,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48317,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48316,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48318,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48101,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48103,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48104,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48105,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48107,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48470,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48471,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48472,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48475,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48733,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48731,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48735,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48188,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48189,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48180,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48183,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48184,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48185,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48186,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48187,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48225,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48220,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48855,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48079,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48074,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48075,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48076,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48070,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48071,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48072,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48073,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48348,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48346,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48347,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48342,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48343,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48340,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48341,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48173,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48179,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48178,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48131,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48130,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48135,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48134,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48136,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48441,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48440,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48445,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48760,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48767,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48768,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48045,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48044,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48046,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48041,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48040,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48043,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48042,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48049,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48048,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48139,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48138,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48166,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48167,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48164,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48165,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48162,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48160,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48161,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48168,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48169,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48419,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48416,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48412,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48413,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48410,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48390,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48336,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48335,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48334,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48333,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48332,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48331,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48330,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48444,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48759,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48758,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48755,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48754,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48757,5109,DTE Electric Company,MI,Bundled,Investor Owned,0.113243798,0.077664372,0.153917689
48872,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48012,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48017,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48014,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48015,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48366,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48367,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48360,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48361,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48092,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48091,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48096,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48097,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48094,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48098,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48099,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48059,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48117,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48115,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48114,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48469,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48468,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48467,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48466,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48465,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48464,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48462,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48461,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48701,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48198,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48197,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48195,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48193,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48191,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48190,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48093,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48113,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48111,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48110,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48844,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48843,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48063,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48062,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48061,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48060,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48067,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48066,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48065,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48064,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48069,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48068,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
49270,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48311,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48359,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48357,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48356,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48350,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48353,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48146,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48140,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48141,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48143,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48363,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48434,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48435,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48432,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48106,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48108,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48109,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48027,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48892,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48895,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48023,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48021,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48836,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48265,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48382,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48383,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48380,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48381,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48386,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48387,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48030,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48032,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48033,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48034,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48037,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48039,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48047,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48174,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48176,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48401,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48236,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48237,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48302,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48303,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48301,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48306,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48307,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48304,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48308,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48309,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48729,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48725,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48726,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48727,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48720,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48723,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48151,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48159,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48239,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48230,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48362,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48090,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48095,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48009,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48001,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48003,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48002,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48004,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48007,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48006,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48005,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48446,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48175,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48170,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48428,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48422,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48421,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48371,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
48370,5109,DTE Electric Company,MI,Delivery,Investor Owned,0.022366873,0.012673407,0.069395018
